left_id,left_title,right_id,right_title,pair_id
84877954-0,Fila - DISRUPTOR LOW,60859783-15,Nike Air Force 1 07 Trainers,850
84877954-0,Fila - DISRUPTOR LOW,60859783-15,Nike Air Force 1 07 Trainers,851
84877954-0,Fila - DISRUPTOR LOW,60859783-15,Nike Air Force 1 07 Trainers,852
84877954-0,Fila - DISRUPTOR LOW,60859783-15,Nike Air Force 1 07 Trainers,853
84877954-0,Fila - DISRUPTOR LOW,60859783-15,Nike Air Force 1 07 Trainers,854
8489394819-2, Reebok Lite 2.0,60859783-15,Nike Air Force 1 07 Trainers,855
8489394819-2, Reebok Lite 2.0,60859783-15,Nike Air Force 1 07 Trainers,856
8489394819-2, Reebok Lite 2.0,6131794370-0, Brooks Launch 8,857
8489394819-2, Reebok Lite 2.0,6131794370-0, Brooks Launch 8,858
8489394819-2, Reebok Lite 2.0,6131794370-0, Brooks Launch 8,859
8489394819-2, Reebok Lite 2.0,6131794370-0, Brooks Launch 8,860
8489394819-2, Reebok Lite 2.0,6131794370-0, Brooks Launch 8,861
87663212-0,Nike Vapormax 2020 Trainers,6131794370-0, Brooks Launch 8,862
87663212-0,Nike Vapormax 2020 Trainers,6131794370-1, Brooks Launch 8,863
87663212-0,Nike Vapormax 2020 Trainers,6131794370-1, Brooks Launch 8,864
87663212-0,Nike Vapormax 2020 Trainers,6131794370-1, Brooks Launch 8,865
87663212-0,Nike Vapormax 2020 Trainers,6131794370-1, Brooks Launch 8,866
87663212-0,Nike Vapormax 2020 Trainers,6131794370-1, Brooks Launch 8,867
87663212-0,Nike Vapormax 2020 Trainers,6131794370-1, Brooks Launch 8,868
87663212-0,Nike Vapormax 2020 Trainers,6178342-1,Converse - CHUCK TAYLOR ALL STAR VACHETTA LEATHER HI,869
87663212-0,Nike Vapormax 2020 Trainers,6178342-1,Converse - CHUCK TAYLOR ALL STAR VACHETTA LEATHER HI,870
87663212-0,Nike Vapormax 2020 Trainers,6178342-1,Converse - CHUCK TAYLOR ALL STAR VACHETTA LEATHER HI,871
89043860-3,Converse - ALL STAR DAINTY OX,6178342-1,Converse - CHUCK TAYLOR ALL STAR VACHETTA LEATHER HI,872
89043860-3,Converse - ALL STAR DAINTY OX,6178342-1,Converse - CHUCK TAYLOR ALL STAR VACHETTA LEATHER HI,873
89043860-3,Converse - ALL STAR DAINTY OX,6178342-1,Converse - CHUCK TAYLOR ALL STAR VACHETTA LEATHER HI,874
89043860-3,Converse - ALL STAR DAINTY OX,6207752-1,Brooks Ghost 13 Mens ,875
89043860-3,Converse - ALL STAR DAINTY OX,6207752-1,Brooks Ghost 13 Mens ,876
89043860-3,Converse - ALL STAR DAINTY OX,6207752-1,Brooks Ghost 13 Mens ,877
89043860-3,Converse - ALL STAR DAINTY OX,6207752-1,Brooks Ghost 13 Mens ,878
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-1,Brooks Ghost 13 Mens ,879
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-1,Brooks Ghost 13 Mens ,880
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-2,Brooks Ghost 13 Mens ,881
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-2,Brooks Ghost 13 Mens ,882
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-2,Brooks Ghost 13 Mens ,883
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-2,Brooks Ghost 13 Mens ,884
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-2,Brooks Ghost 13 Mens ,885
89531443-0, Nike Zoom Fly 3 Womens Running Shoes - SU20,6207752-2,Brooks Ghost 13 Mens ,886
8963588-1,Brooks Catamount,6207752-6,Brooks Ghost 13 Mens,887
8963588-1,Brooks Catamount,6207752-6,Brooks Ghost 13 Mens,888
8963588-1,Brooks Catamount,6207752-6,Brooks Ghost 13 Mens,889
8963588-1,Brooks Catamount,6207752-6,Brooks Ghost 13 Mens,890
8963588-1,Brooks Catamount,6207752-6,Brooks Ghost 13 Mens,891
8963588-1,Brooks Catamount,6207752-6,Brooks Ghost 13 Mens,892
89643236-2, Saucony Triumph 18 Womens Running Shoes - AW20,6249767945-0, Brooks Glycerin GTS 19,893
89643236-2, Saucony Triumph 18 Womens Running Shoes - AW20,6249767945-0, Brooks Glycerin GTS 19,894
89643236-2, Saucony Triumph 18 Womens Running Shoes - AW20,6249767945-0, Brooks Glycerin GTS 19,895
89643236-2, Saucony Triumph 18 Womens Running Shoes - AW20,6249767945-0, Brooks Glycerin GTS 19,896
90298699-0,Brooks Cascadia 15,6249767945-0, Brooks Glycerin GTS 19,897
90298699-0,Brooks Cascadia 15,6249767945-0, Brooks Glycerin GTS 19,898
90298699-0,Brooks Cascadia 15,6249767945-1, Brooks Glycerin GTS 19,899
90298699-0,Brooks Cascadia 15,6249767945-1, Brooks Glycerin GTS 19,900
90298699-0,Brooks Cascadia 15,6249767945-1, Brooks Glycerin GTS 19,901
90298699-0,Brooks Cascadia 15,6249767945-1, Brooks Glycerin GTS 19,902
9065233424-0,NeroGiardini MANO,6249767945-1, Brooks Glycerin GTS 19,903
9065233424-0,NeroGiardini MANO,6249767945-1, Brooks Glycerin GTS 19,904
9065233424-0,NeroGiardini MANO,6269594105-0,Timberland SKYLA BAY OXFORD,905
9065233424-0,NeroGiardini MANO,6269594105-0,Timberland SKYLA BAY OXFORD,906
9065233424-0,NeroGiardini MANO,6269594105-0,Timberland SKYLA BAY OXFORD,907
9065233424-0,NeroGiardini MANO,6269594105-0,Timberland SKYLA BAY OXFORD,908
9065233424-0,NeroGiardini MANO,6269594105-0,Timberland SKYLA BAY OXFORD,909
9108133965-3,Xero Shoes HFS Running Shoes,6269594105-0,Timberland SKYLA BAY OXFORD,910
9108133965-3,Xero Shoes HFS Running Shoes,6269594105-0,Timberland SKYLA BAY OXFORD,911
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-0, Brooks Ricochet 3,912
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-0, Brooks Ricochet 3,913
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-0, Brooks Ricochet 3,914
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-0, Brooks Ricochet 3,915
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-0, Brooks Ricochet 3,916
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-0, Brooks Ricochet 3,917
9108133965-3,Xero Shoes HFS Running Shoes,6302253593-1, Brooks Ricochet 3,918
91352650-0, Under Armour TriBase Reign Training Shoes - AW19,6302253593-1, Brooks Ricochet 3,919
91352650-0, Under Armour TriBase Reign Training Shoes - AW19,6302253593-1, Brooks Ricochet 3,920
91352650-0, Under Armour TriBase Reign Training Shoes - AW19,6302253593-1, Brooks Ricochet 3,921
91352650-0, Under Armour TriBase Reign Training Shoes - AW19,6302253593-1, Brooks Ricochet 3,922
91352650-0, Under Armour TriBase Reign Training Shoes - AW19,6302253593-1, Brooks Ricochet 3,923
9151574728-0,Asics Gel Kayano V OG,63280045-0, Brooks Revel 4 Womens Road Running Shoes,924
9151574728-0,Asics Gel Kayano V OG,63280045-0, Brooks Revel 4 Womens Road Running Shoes,925
9151574728-0,Asics Gel Kayano V OG,63280045-0, Brooks Revel 4 Womens Road Running Shoes,926
9151574728-0,Asics Gel Kayano V OG,63280045-0, Brooks Revel 4 Womens Road Running Shoes,927
9151574728-0,Asics Gel Kayano V OG,63280045-0, Brooks Revel 4 Womens Road Running Shoes,928
9151574728-0,Asics Gel Kayano V OG,63280045-0, Brooks Revel 4 Womens Road Running Shoes,929
92732409-0,Brooks Glycerin GTS 19,64606328-2, Brooks Ghost 13 Mens Road Running Shoes,930
92732409-0,Brooks Glycerin GTS 19,64606328-2, Brooks Ghost 13 Mens Road Running Shoes,931
92732409-0,Brooks Glycerin GTS 19,64606328-2, Brooks Ghost 13 Mens Road Running Shoes,932
92732409-0,Brooks Glycerin GTS 19,64606328-2, Brooks Ghost 13 Mens Road Running Shoes,933
92732409-0,Brooks Glycerin GTS 19,64606328-2, Brooks Ghost 13 Mens Road Running Shoes,934
92732409-0,Brooks Glycerin GTS 19,64606328-2, Brooks Ghost 13 Mens Road Running Shoes,935
92732409-1,Brooks Glycerin GTS 19,6498627574-0,Gabor KURUKU,936
92732409-1,Brooks Glycerin GTS 19,6498627574-0,Gabor KURUKU,937
92732409-1,Brooks Glycerin GTS 19,6498627574-0,Gabor KURUKU,938
92732409-1,Brooks Glycerin GTS 19,6498627574-0,Gabor KURUKU,939
92732409-1,Brooks Glycerin GTS 19,6498627574-0,Gabor KURUKU,940
92732409-1,Brooks Glycerin GTS 19,6498627574-0,Gabor KURUKU,941
92873965-2, ASICS Novablast Running Shoes - SS21,6498627574-0,Gabor KURUKU,942
92873965-2, ASICS Novablast Running Shoes - SS21,650780181-0, Brooks Ghost 13 Narrow,943
92873965-2, ASICS Novablast Running Shoes - SS21,650780181-0, Brooks Ghost 13 Narrow,944
92873965-2, ASICS Novablast Running Shoes - SS21,650780181-0, Brooks Ghost 13 Narrow,945
92873965-2, ASICS Novablast Running Shoes - SS21,650780181-0, Brooks Ghost 13 Narrow,946
92873965-2, ASICS Novablast Running Shoes - SS21,650780181-0, Brooks Ghost 13 Narrow,947
92873965-2, ASICS Novablast Running Shoes - SS21,650780181-0, Brooks Ghost 13 Narrow,948
93004438-1,Brooks Beast 20 Mens ,6578106220-0,Brooks Glycerin 19 Running Shoes,949
93004438-1,Brooks Beast 20 Mens ,6578106220-0,Brooks Glycerin 19 Running Shoes,950
93004438-1,Brooks Beast 20 Mens ,6578106220-0,Brooks Glycerin 19 Running Shoes,951
93004438-1,Brooks Beast 20 Mens ,6578106220-0,Brooks Glycerin 19 Running Shoes,952
93004438-1,Brooks Beast 20 Mens ,6578106220-0,Brooks Glycerin 19 Running Shoes,953
93004438-1,Brooks Beast 20 Mens ,6578106220-0,Brooks Glycerin 19 Running Shoes,954
9311182682-1,No Name FLEX JOGGER,6578106220-1,Brooks Glycerin 19 Running Shoes,955
9311182682-1,No Name FLEX JOGGER,6578106220-1,Brooks Glycerin 19 Running Shoes,956
9311182682-1,No Name FLEX JOGGER,6578106220-1,Brooks Glycerin 19 Running Shoes,957
9311182682-1,No Name FLEX JOGGER,6578106220-1,Brooks Glycerin 19 Running Shoes,958
9311182682-1,No Name FLEX JOGGER,6578106220-1,Brooks Glycerin 19 Running Shoes,959
9311182682-1,No Name FLEX JOGGER,6578106220-1,Brooks Glycerin 19 Running Shoes,960
9311182682-1,No Name FLEX JOGGER,6644935798-0, Brooks Beast 20,961
93129287-0, ASICS Dynablast Sakura Womens Running Shoes - SS21,6644935798-0, Brooks Beast 20,962
93129287-0, ASICS Dynablast Sakura Womens Running Shoes - SS21,6644935798-0, Brooks Beast 20,963
93129287-0, ASICS Dynablast Sakura Womens Running Shoes - SS21,6644935798-0, Brooks Beast 20,964
93129287-0, ASICS Dynablast Sakura Womens Running Shoes - SS21,6644935798-0, Brooks Beast 20,965
93129287-0, ASICS Dynablast Sakura Womens Running Shoes - SS21,6644935798-0, Brooks Beast 20,966
9326799698-8,Veja Womens V-10 Leather Basketball Sneaker,6716274024-0,Brooks Ricochet 3 Running Shoes,967
9326799698-8,Veja Womens V-10 Leather Basketball Sneaker,6716274024-0,Brooks Ricochet 3 Running Shoes,968
9326799698-8,Veja Womens V-10 Leather Basketball Sneaker,6716274024-0,Brooks Ricochet 3 Running Shoes,969
9326799698-8,Veja Womens V-10 Leather Basketball Sneaker,6716274024-0,Brooks Ricochet 3 Running Shoes,970
9326799698-8,Veja Womens V-10 Leather Basketball Sneaker,6716274024-0,Brooks Ricochet 3 Running Shoes,971
93441525-2,Brooks Launch GTS 8,6716274024-0,Brooks Ricochet 3 Running Shoes,972
93441525-2,Brooks Launch GTS 8,6718782502-4,Reebok CL Legacy,973
93441525-2,Brooks Launch GTS 8,6718782502-4,Reebok CL Legacy,974
93441525-2,Brooks Launch GTS 8,6718782502-4,Reebok CL Legacy,975
93441525-2,Brooks Launch GTS 8,6718782502-4,Reebok CL Legacy,976
93441525-2,Brooks Launch GTS 8,6718782502-4,Reebok CL Legacy,977
93441525-3,Brooks Launch GTS 8,6718782502-4,Reebok CL Legacy,978
93441525-3,Brooks Launch GTS 8,67482776-0,Brooks Hyperion Tempo,979
93441525-3,Brooks Launch GTS 8,67482776-0,Brooks Hyperion Tempo,980
93441525-3,Brooks Launch GTS 8,67482776-0,Brooks Hyperion Tempo,981
93441525-3,Brooks Launch GTS 8,67482776-0,Brooks Hyperion Tempo,982
93441525-3,Brooks Launch GTS 8,67482776-0,Brooks Hyperion Tempo,983
9393095-0,Brooks Cascadia 15,67482776-0,Brooks Hyperion Tempo,984
9393095-0,Brooks Cascadia 15,681018076-1,Brooks Beast 20 Running Shoes,985
9393095-0,Brooks Cascadia 15,681018076-1,Brooks Beast 20 Running Shoes,986
9393095-0,Brooks Cascadia 15,681018076-1,Brooks Beast 20 Running Shoes,987
9393095-0,Brooks Cascadia 15,681018076-1,Brooks Beast 20 Running Shoes,988
9393095-0,Brooks Cascadia 15,681018076-1,Brooks Beast 20 Running Shoes,989
9393095-2,Brooks Cascadia 15,681018076-1,Brooks Beast 20 Running Shoes,990
9393095-2,Brooks Cascadia 15,6867745308-1,Le Temps des Cerises TALYS,991
9393095-2,Brooks Cascadia 15,6867745308-1,Le Temps des Cerises TALYS,992
9393095-2,Brooks Cascadia 15,6867745308-1,Le Temps des Cerises TALYS,993
9393095-2,Brooks Cascadia 15,6867745308-1,Le Temps des Cerises TALYS,994
9393095-2,Brooks Cascadia 15,6867745308-1,Le Temps des Cerises TALYS,995
95856622-0, Hoka Bondi LTR Running Shoes - SS20,6867745308-1,Le Temps des Cerises TALYS,996
95856622-0, Hoka Bondi LTR Running Shoes - SS20,6867745308-1,Le Temps des Cerises TALYS,997
95856622-0, Hoka Bondi LTR Running Shoes - SS20,68962755-0,Brooks Launch GTS 8 Womens,998
95856622-0, Hoka Bondi LTR Running Shoes - SS20,68962755-0,Brooks Launch GTS 8 Womens,999
95856622-0, Hoka Bondi LTR Running Shoes - SS20,68962755-0,Brooks Launch GTS 8 Womens,1000
9784263787-1,Nike Challenger OG,68962755-0,Brooks Launch GTS 8 Womens,1001
9784263787-1,Nike Challenger OG,68962755-0,Brooks Launch GTS 8 Womens,1002
9784263787-1,Nike Challenger OG,68962755-0,Brooks Launch GTS 8 Womens,1003
9784263787-1,Nike Challenger OG,68962755-1,Brooks Launch GTS 8 Womens,1004
9784263787-1,Nike Challenger OG,68962755-1,Brooks Launch GTS 8 Womens,1005
9784263787-1,Nike Challenger OG,68962755-1,Brooks Launch GTS 8 Womens,1006
9828982823-2,Reebok Classic CLUB C 85,68962755-1,Brooks Launch GTS 8 Womens,1007
9828982823-2,Reebok Classic CLUB C 85,68962755-1,Brooks Launch GTS 8 Womens,1008
9828982823-2,Reebok Classic CLUB C 85,68962755-1,Brooks Launch GTS 8 Womens,1009
9828982823-2,Reebok Classic CLUB C 85,6927788-0, Brooks Hyperion Tempo Womens Road Running Shoes,1010
9828982823-2,Reebok Classic CLUB C 85,6927788-0, Brooks Hyperion Tempo Womens Road Running Shoes,1011
9828982823-2,Reebok Classic CLUB C 85,6927788-0, Brooks Hyperion Tempo Womens Road Running Shoes,1012
9828982823-2,Reebok Classic CLUB C 85,6927788-0, Brooks Hyperion Tempo Womens Road Running Shoes,1013
98459247-1,Brooks Revel 4,6927788-0, Brooks Hyperion Tempo Womens Road Running Shoes,1014
98459247-1,Brooks Revel 4,6927788-0, Brooks Hyperion Tempo Womens Road Running Shoes,1015
98459247-1,Brooks Revel 4,69614330-0,Nike - RENEW LUCENT 2,1016
98459247-1,Brooks Revel 4,69614330-0,Nike - RENEW LUCENT 2,1017
98459247-1,Brooks Revel 4,69614330-0,Nike - RENEW LUCENT 2,1018
98459247-1,Brooks Revel 4,69614330-0,Nike - RENEW LUCENT 2,1019
98459247-3,Brooks Revel 4,69614330-0,Nike - RENEW LUCENT 2,1020
98459247-3,Brooks Revel 4,69614330-0,Nike - RENEW LUCENT 2,1021
98459247-3,Brooks Revel 4,70245610-2, Brooks Ghost 13,1022
98459247-3,Brooks Revel 4,70245610-2, Brooks Ghost 13,1023
98459247-3,Brooks Revel 4,70245610-2, Brooks Ghost 13,1024
98459247-3,Brooks Revel 4,70245610-2, Brooks Ghost 13,1025
98459247-5,Brooks Revel 4,70245610-2, Brooks Ghost 13,1026
98459247-5,Brooks Revel 4,70245610-2, Brooks Ghost 13,1027
98459247-5,Brooks Revel 4,7099271290-1, Brooks Ghost 13 Extra Wide,1028
98459247-5,Brooks Revel 4,7099271290-1, Brooks Ghost 13 Extra Wide,1029
98459247-5,Brooks Revel 4,7099271290-1, Brooks Ghost 13 Extra Wide,1030
9969977086-0,Puma Unisex Velocity 2.0 Lace Up,7099271290-1, Brooks Ghost 13 Extra Wide,1031
9969977086-0,Puma Unisex Velocity 2.0 Lace Up,7099271290-1, Brooks Ghost 13 Extra Wide,1032
9969977086-0,Puma Unisex Velocity 2.0 Lace Up,7099271290-1, Brooks Ghost 13 Extra Wide,1033
9969977086-0,Puma Unisex Velocity 2.0 Lace Up,72384879-0,Under Armour TriBase Reign 3 Womens Training Shoes,1034
